invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type,Total_Quantity,Country,Total_USD
SI.2024.05.00074,2024-05-06,kevala keramik bali,KKB,2253999.0,Umum,Local,17.0,Indonesia,139.0473512578239
SI.2024.05.00075,2024-05-07,kevala keramik bali,KKB,9742770.0,Umum,Local,288.0,Indonesia,601.0234975322477
SI.2024.05.00076,2024-05-07,kevala keramik bali,KKB,266000.0,Umum,Local,2.0,Indonesia,16.409322024801764
SI.2024.05.00077,2024-05-07,kevala keramik bali,KKB,1791999.0,Umum,Local,8.0,Indonesia,110.54694984632607
SI.2024.05.00078,2024-05-07,kevala keramik bali,KKB,1970001.0,Umum,Local,13.0,Indonesia,121.52774736158459
SI.2024.05.00079,2024-05-07,kevala keramik bali,KKB,587998.0,Umum,Local,6.0,Indonesia,36.273114781727024
SI.2024.05.00080,2024-05-08,kevala keramik bali,KKB,983999.0,Umum,Local,28.0,Indonesia,60.70209196647711
SI.2024.05.00082,2024-05-08,kevala keramik bali,KKB,2193999.0,Umum,Local,8.0,Indonesia,135.34600042516183
SI.2024.05.00083,2024-05-08,kevala keramik bali,KKB,5205105.0,Umum,Local,32.0,Indonesia,321.09866209739016
SI.2024.05.00084,2024-05-09,kevala keramik bali,KKB,594000.0,Umum,Local,11.0,Indonesia,36.64337324335432
SI.2024.05.00085,2024-05-09,kevala keramik bali,KKB,32952011.0,Umum,Local,188.0,Indonesia,2032.782555878985
SI.2024.05.00086,2024-05-09,kevala keramik bali,KKB,3636000.0,Umum,Local,16.0,Indonesia,224.30186045932035
SI.2024.05.00087,2024-05-09,kevala keramik bali,KKB,1052000.0,Umum,Local,2.0,Indonesia,64.89701793267464
SI.2024.05.00088,2024-05-10,kevala keramik bali,KKB,665998.0,Umum,Local,21.0,Indonesia,41.08487086418769
SI.2024.05.00089,2024-05-10,kevala keramik bali,KKB,2264219.0,Umum,Local,19.0,Indonesia,139.6778146829873
SI.2024.05.00090,2024-05-10,kevala keramik bali,KKB,631998.0,Umum,Local,4.0,Indonesia,38.98743872567919
SI.2024.05.00091,2024-05-10,kevala keramik bali,KKB,2397998.0,Umum,Local,18.0,Indonesia,147.93053156703226
SI.2024.05.00092,2024-05-10,kevala keramik bali,KKB,473998.0,Umum,Local,8.0,Indonesia,29.240548199669124
SI.2024.05.00093,2024-05-11,kevala keramik bali,KKB,3989991.0,Umum,Local,115.0,Indonesia,246.13927516940157
SI.2024.05.00094,2024-05-11,kevala keramik bali,KKB,2000000.0,Umum,Local,1.0,Indonesia,123.37836108873508
SI.2024.05.00095,2024-05-11,kevala keramik bali,KKB,4228004.0,Umum,Local,17.0,Indonesia,260.8221020983081
SI.2024.05.00096,2024-05-11,kevala keramik bali,KKB,3672000.0,Umum,Local,13.0,Indonesia,226.5226709589176
SI.2024.05.00100,2024-05-12,kevala keramik bali,KKB,5061988.0,Umum,Local,171.0,Indonesia,312.2698916454219
SI.2024.05.00101,2024-05-12,kevala keramik bali,KKB,1388000.0,Umum,Local,4.0,Indonesia,85.62458259558214
SI.2024.05.00102,2024-05-12,kevala keramik bali,KKB,3148003.0,Umum,Local,12.0,Indonesia,194.19772542121063
SI.2024.05.00103,2024-05-12,kevala keramik bali,KKB,2230002.0,Umum,Local,12.0,Indonesia,137.5669959923007
SI.2024.05.00104,2024-05-13,kevala keramik bali,KKB,640000.0,Umum,Local,18.0,Indonesia,39.481075548395225
SI.2024.05.00105,2024-05-13,kevala keramik bali,KKB,523200.0,Umum,Local,4.0,Indonesia,32.275779260813096
SI.2024.05.00106,2024-05-13,kevala keramik bali,KKB,816000.0,Umum,Local,3.0,Indonesia,50.338371324203905
SI.2024.05.00107,2024-05-13,kevala keramik bali,KKB,765999.0,Umum,Local,5.0,Indonesia,47.253850607804985
SI.2024.05.00108,2024-05-13,kevala keramik bali,KKB,1095999.0,Umum,Local,5.0,Indonesia,67.61128018744627
SI.2024.05.00109,2024-05-14,kevala keramik bali,KKB,2067995.0,Umum,Local,75.0,Indonesia,127.57291691984933
SI.2024.05.00110,2024-05-14,kevala keramik bali,KKB,4818002.0,Umum,Local,28.0,Indonesia,297.21859524112386
SI.2024.05.00111,2024-05-14,kevala keramik bali,KKB,4532002.0,Umum,Local,18.0,Indonesia,279.57548960543477
SI.2024.05.00112,2024-05-14,kevala keramik bali,KKB,4600004.0,Umum,Local,27.0,Indonesia,283.7704772608128
SI.2024.05.00113,2024-05-14,kevala keramik bali,KKB,647999.0,Umum,Local,6.0,Indonesia,39.974527303569616
SI.2024.05.00114,2024-05-15,kevala keramik bali,KKB,1412002.0,Umum,Local,48.0,Indonesia,87.10524630700804
SI.2024.05.00115,2024-05-15,kevala keramik bali,KKB,955999.0,Umum,Local,3.0,Indonesia,58.97479491123482
SI.2024.05.00116,2024-05-15,kevala keramik bali,KKB,2996003.0,Umum,Local,17.0,Indonesia,184.82096997846676
SI.2024.05.00119,2024-05-21,kevala keramik bali,KKB,1886072.0,Umum,Local,13.0,Indonesia,116.35023612767637
SI.2024.05.00120,2024-05-21,kevala keramik bali,KKB,5103999.0,Umum,Local,34.0,Indonesia,314.86151580927134
SI.2024.05.00121,2024-05-21,kevala keramik bali,KKB,919999.0,Umum,Local,11.0,Indonesia,56.75398441163759
SI.2024.05.00122,2024-05-21,kevala keramik bali,KKB,256000.0,Umum,Local,2.0,Indonesia,15.792430219358089
SI.2024.05.00123,2024-05-21,kevala keramik bali,KKB,1544000.0,Umum,Local,59.0,Indonesia,95.24809476050348
SI.2024.05.00124,2024-05-31,kevala keramik bali,KKB,1827993.0,Umum,Local,35.0,Indonesia,112.76739021084005
SI.2024.05.00125,2024-05-31,kevala keramik bali,KKB,3726001.0,Umum,Local,32.0,Indonesia,229.85394839749398
SI.2024.05.00126,2024-05-15,kevala keramik bali,KKB,6380003.0,Umum,Local,17.0,Indonesia,393.5771569406065
SI.2024.05.00127,2024-05-31,kevala keramik bali,KKB,1949999.0,Umum,Local,18.0,Indonesia,120.29384037233615
SI.2024.05.00128,2024-05-15,kevala keramik bali,KKB,1031998.0,Umum,Local,10.0,Indonesia,63.663110943426204
SI.2024.05.00129,2024-05-25,kevala keramik bali,KKB,2433998.0,Umum,Local,35.0,Indonesia,150.1513420666295
SI.2024.05.00130,2024-05-16,kevala keramik bali,KKB,2165999.0,Umum,Local,62.0,Indonesia,133.61870336991953
SI.2024.05.00131,2024-05-16,kevala keramik bali,KKB,474001.0,Umum,Local,3.0,Indonesia,29.240733267210757
SI.2024.05.00132,2024-05-16,kevala keramik bali,KKB,1358000.0,Umum,Local,10.0,Indonesia,83.77390717925111
SI.2024.05.00133,2024-05-16,kevala keramik bali,KKB,440000.0,Umum,Local,1.0,Indonesia,27.143239439521714
SI.2024.05.00134,2024-05-25,kevala keramik bali,KKB,1988002.0,Umum,Local,14.0,Indonesia,122.63821430056375
SI.2024.05.00135,2024-05-25,kevala keramik bali,KKB,4764004.0,Umum,Local,17.0,Indonesia,293.8875028700891
SI.2024.05.00136,2024-05-17,kevala keramik bali,KKB,1115997.0,Umum,Local,29.0,Indonesia,68.84494041997253
SI.2024.05.00137,2024-05-17,kevala keramik bali,KKB,128000.0,Umum,Local,1.0,Indonesia,7.896215109679044
SI.2024.05.00138,2024-05-25,kevala keramik bali,KKB,3910001.0,Umum,Local,20.0,Indonesia,241.2047576176576
SI.2024.05.00139,2024-05-17,kevala keramik bali,KKB,2812000.0,Umum,Local,24.0,Indonesia,173.46997569076152
SI.2024.05.00140,2024-05-25,kevala keramik bali,KKB,1112003.0,Umum,Local,12.0,Indonesia,68.59855383287834
SI.2024.05.00141,2024-05-17,kevala keramik bali,KKB,2753999.0,Umum,Local,14.0,Indonesia,169.89194153000764
SI.2024.05.00142,2024-05-17,kevala keramik bali,KKB,2404002.0,Umum,Local,22.0,Indonesia,148.30091340702063
SI.2024.05.00143,2024-05-18,kevala keramik bali,KKB,644002.0,Umum,Local,38.0,Indonesia,39.72795564893378
SI.2024.05.00144,2024-05-18,kevala keramik bali,KKB,195999.0,Umum,Local,2.0,Indonesia,12.091017697515493
SI.2024.05.00145,2024-05-18,kevala keramik bali,KKB,1197998.0,Umum,Local,9.0,Indonesia,73.90351491379121
SI.2024.05.00146,2024-05-18,kevala keramik bali,KKB,1379999.0,Umum,Local,7.0,Indonesia,85.13100746204665
SI.2024.05.00147,2024-05-18,kevala keramik bali,KKB,4867994.0,Umum,Local,38.0,Indonesia,300.3025607548979
SI.2024.05.00148,2024-05-19,kevala keramik bali,KKB,4655989.0,Umum,Local,129.0,Indonesia,287.22414603358925
SI.2024.05.00149,2024-05-19,kevala keramik bali,KKB,1688001.0,Umum,Local,9.0,Indonesia,104.13139844807294
SI.2024.05.00150,2024-05-19,kevala keramik bali,KKB,1044000.0,Umum,Local,3.0,Indonesia,64.40350448831971
SI.2024.05.00151,2024-05-19,kevala keramik bali,KKB,2389570.0,Umum,Local,19.0,Indonesia,147.41061515340434
SI.2024.05.00152,2024-05-22,kevala keramik bali,KKB,5612306.0,Umum,Local,143.0,Indonesia,346.21855810423716
SI.2024.05.00153,2024-05-22,kevala keramik bali,KKB,2344000.0,Umum,Local,12.0,Indonesia,144.5994391959975
SI.2024.05.00154,2024-05-22,kevala keramik bali,KKB,3062002.0,Umum,Local,17.0,Indonesia,188.8923942052145
SI.2024.05.00155,2024-05-22,kevala keramik bali,KKB,172399.0,Umum,Local,1.0,Indonesia,10.635153036668418
SI.2024.05.00156,2024-05-20,kevala keramik bali,KKB,12335901.0,Umum,Local,134.0,Indonesia,760.991623966444
SI.2024.05.00157,2024-05-22,kevala keramik bali,KKB,2966001.0,Umum,Local,12.0,Indonesia,182.97017118377465
SI.2024.05.00158,2024-05-20,kevala keramik bali,KKB,428000.0,Umum,Local,4.0,Indonesia,26.402969272989306
SI.2024.05.00159,2024-05-20,kevala keramik bali,KKB,1300000.0,Umum,Local,9.0,Indonesia,80.1959347076778
SI.2024.05.00160,2024-05-23,kevala keramik bali,KKB,5963977.0,Umum,Local,84.0,Indonesia,367.91285391545546
SI.2024.05.00161,2024-05-23,kevala keramik bali,KKB,2459998.0,Umum,Local,17.0,Indonesia,151.75526076078305
SI.2024.05.00162,2024-05-20,kevala keramik bali,KKB,1030001.0,Umum,Local,15.0,Indonesia,63.53991764987911
SI.2024.05.00163,2024-05-23,kevala keramik bali,KKB,2949999.0,Umum,Local,23.0,Indonesia,181.98302091670368
SI.2024.05.00164,2024-05-23,kevala keramik bali,KKB,1560022.0,Umum,Local,17.0,Indonesia,96.23647881118534
SI.2024.05.00167,2024-05-24,kevala keramik bali,KKB,2702000.0,Umum,Local,16.0,Indonesia,166.68416583088108
SI.2024.05.00168,2024-05-24,kevala keramik bali,KKB,2012001.0,Umum,Local,13.0,Indonesia,124.11869294444803
SI.2024.05.00169,2024-05-24,kevala keramik bali,KKB,3399993.0,Umum,Local,95.0,Indonesia,209.74278202658581
SI.2024.05.00170,2024-05-26,kevala keramik bali,KKB,5079991.0,Umum,Local,174.0,Indonesia,313.3804819627622
SI.2024.05.00171,2024-05-26,kevala keramik bali,KKB,1555102.0,Umum,Local,15.0,Indonesia,95.93296804290704
SI.2024.05.00172,2024-05-26,kevala keramik bali,KKB,5001999.0,Umum,Local,30.0,Indonesia,308.56921939374587
SI.2024.05.00173,2024-05-26,kevala keramik bali,KKB,4718005.0,Umum,Local,31.0,Indonesia,291.04986225422874
SI.2024.05.00174,2024-05-30,kevala keramik bali,KKB,2730001.0,Umum,Local,18.0,Indonesia,168.4115245753039
SI.2024.05.00175,2024-05-30,kevala keramik bali,KKB,4814001.0,Umum,Local,28.0,Indonesia,296.9717768297659
SI.2024.05.00176,2024-05-30,kevala keramik bali,KKB,1092000.0,Umum,Local,6.0,Indonesia,67.36458515444934
SI.2024.05.00177,2024-05-27,kevala keramik bali,KKB,2200000.0,Umum,Local,90.0,Indonesia,135.71619719760858
SI.2024.05.00178,2024-05-27,kevala keramik bali,KKB,640001.0,Umum,Local,4.0,Indonesia,39.481137237575766
SI.2024.05.00179,2024-05-27,kevala keramik bali,KKB,1033999.0,Umum,Local,7.0,Indonesia,63.786550993695485
SI.2024.05.00180,2024-05-27,kevala keramik bali,KKB,2757999.0,Umum,Local,21.0,Indonesia,170.13869825218512
SI.2024.05.00181,2024-05-27,kevala keramik bali,KKB,304000.0,Umum,Local,2.0,Indonesia,18.75351088548773
SI.2024.05.00182,2024-05-28,kevala keramik bali,KKB,2611988.0,Umum,Local,78.0,Indonesia,161.13139931172148
SI.2024.05.00183,2024-05-28,kevala keramik bali,KKB,473999.0,Umum,Local,3.0,Indonesia,29.24060988884967
SI.2024.05.00184,2024-05-28,kevala keramik bali,KKB,4184001.0,Umum,Local,25.0,Indonesia,258.1075930868143
SI.2024.05.00185,2024-05-28,kevala keramik bali,KKB,1112000.0,Umum,Local,6.0,Indonesia,68.5983687653367
SI.2024.05.00186,2024-05-29,kevala keramik bali,KKB,3565371.0,Umum,Local,54.0,Indonesia,219.94481532665222
SI.2024.05.00187,2024-05-30,kevala keramik bali,KKB,329999.0,Umum,Local,8.0,Indonesia,20.357367890460743
SI.2024.05.00188,2024-05-29,kevala keramik bali,KKB,244000.0,Umum,Local,1.0,Indonesia,15.052160052825679
SI.2024.05.00189,2024-05-29,kevala keramik bali,KKB,2758003.0,Umum,Local,12.0,Indonesia,170.13894500890729
SI.2024.05.00190,2024-05-29,kevala keramik bali,KKB,1315998.0,Umum,Local,10.0,Indonesia,81.18283821802659
SI.2024.06.00008,2024-05-08,kevala keramik bali,KKB,434000.0,Umum,Local,3.0,Indonesia,26.77310435625551
SI.2024.06.00025,2024-06-01,kevala keramik bali,KKB,530001.0,Umum,Local,5.0,Indonesia,32.695327377695335
SI.2024.06.00026,2024-06-01,kevala keramik bali,KKB,3936005.0,Umum,Local,24.0,Indonesia,242.80892306853335
SI.2024.06.00027,2024-06-01,kevala keramik bali,KKB,1945999.0,Umum,Local,14.0,Indonesia,120.04708365015868
SI.2024.06.00028,2024-06-01,kevala keramik bali,KKB,114001.0,Umum,Local,8.0,Indonesia,7.032628271238443
SI.2024.06.00029,2024-06-02,kevala keramik bali,KKB,5831985.0,Umum,Local,176.0,Indonesia,359.7703755970433
SI.2024.06.00030,2024-06-02,kevala keramik bali,KKB,4952001.0,Umum,Local,17.0,Indonesia,305.4848837448886
SI.2024.06.00031,2024-06-02,kevala keramik bali,KKB,2160001.0,Umum,Local,16.0,Indonesia,133.2486916650144
SI.2024.06.00032,2024-06-02,kevala keramik bali,KKB,3122000.0,Umum,Local,16.0,Indonesia,192.59362165951543
SI.2024.06.00039,2024-06-03,kevala keramik bali,KKB,741000.0,Umum,Local,36.0,Indonesia,45.71168278337635
SI.2024.06.00040,2024-06-03,kevala keramik bali,KKB,1365000.0,Umum,Local,5.0,Indonesia,84.20573144306168
SI.2024.06.00041,2024-06-03,kevala keramik bali,KKB,1948002.0,Umum,Local,15.0,Indonesia,120.17064707878905
SI.2024.06.00042,2024-06-03,kevala keramik bali,KKB,2664004.0,Umum,Local,10.0,Indonesia,164.3402237269173
SI.2024.06.00044,2024-06-04,kevala keramik bali,KKB,2250003.0,Umum,Local,12.0,Indonesia,138.80084129236857
SI.2024.06.00045,2024-06-04,kevala keramik bali,KKB,1910003.0,Umum,Local,12.0,Indonesia,117.82651990728363
SI.2024.06.00046,2024-06-04,kevala keramik bali,KKB,8514803.0,Umum,Local,62.0,Indonesia,525.2712195667223
SI.2024.06.00047,2024-06-04,kevala keramik bali,KKB,306000.0,Umum,Local,3.0,Indonesia,18.876889246576464
SI.2024.06.00049,2024-06-05,kevala keramik bali,KKB,2275999.0,Umum,Local,74.0,Indonesia,140.40451322979996
SI.2024.06.00050,2024-06-05,kevala keramik bali,KKB,6290025.0,Umum,Local,49.0,Indonesia,388.0264878535854
SI.2024.06.00051,2024-06-05,kevala keramik bali,KKB,3546001.0,Umum,Local,15.0,Indonesia,218.74989589950783
SI.2024.06.00052,2024-06-05,kevala keramik bali,KKB,4804202.0,Umum,Local,33.0,Indonesia,296.3672845496116
SI.2024.06.00053,2024-06-05,kevala keramik bali,KKB,169999.0,Umum,Local,1.0,Indonesia,10.487099003361937
SI.2024.06.00058,2024-06-06,kevala keramik bali,KKB,6480003.0,Umum,Local,38.0,Indonesia,399.7460749950433
SI.2024.06.00059,2024-06-06,kevala keramik bali,KKB,503999.0,Umum,Local,4.0,Indonesia,31.091285305180694
SI.2024.06.00060,2024-06-06,kevala keramik bali,KKB,617999.0,Umum,Local,3.0,Indonesia,38.123851887238594
SI.2024.06.00061,2024-06-06,kevala keramik bali,KKB,159999.0,Umum,Local,2.0,Indonesia,9.870207197918262
SI.2024.06.00062,2024-06-06,kevala keramik bali,KKB,180198.0,Umum,Local,6.0,Indonesia,11.116266955733941
SI.2024.06.00063,2024-06-10,kevala keramik bali,KKB,1579998.0,Umum,Local,54.0,Indonesia,97.46878188173962
SI.2024.06.00064,2024-06-10,kevala keramik bali,KKB,164012.0,Umum,Local,1.0,Indonesia,10.117765879442809
SI.2024.06.00065,2024-06-10,kevala keramik bali,KKB,775999.0,Umum,Local,5.0,Indonesia,47.870742413248664
SI.2024.06.00066,2024-06-10,kevala keramik bali,KKB,2755562.0,Umum,Local,17.0,Indonesia,169.98836171919848
SI.2024.06.00067,2024-06-10,kevala keramik bali,KKB,593999.0,Umum,Local,4.0,Indonesia,36.64331155417377
SI.2024.06.00068,2024-06-11,kevala keramik bali,KKB,2289988.0,Umum,Local,106.0,Indonesia,141.26748317643512
SI.2024.06.00069,2024-06-11,kevala keramik bali,KKB,347999.0,Umum,Local,4.0,Indonesia,21.467773140259357
SI.2024.06.00070,2024-06-11,kevala keramik bali,KKB,1823450.0,Umum,Local,15.0,Indonesia,112.48713626362698
SI.2024.06.00071,2024-06-11,kevala keramik bali,KKB,3318000.0,Umum,Local,23.0,Indonesia,204.68470104621147
SI.2024.06.00072,2024-06-11,kevala keramik bali,KKB,5965506.0,Umum,Local,48.0,Indonesia,368.0071766725078
SI.2024.06.00073,2024-06-12,kevala keramik bali,KKB,4071992.0,Umum,Local,68.0,Indonesia,251.19784966322024
SI.2024.06.00074,2024-06-12,kevala keramik bali,KKB,2158398.0,Umum,Local,17.0,Indonesia,133.1498039086018
SI.2024.06.00076,2024-06-06,kevala keramik bali,KKB,31413299.0,Umum,Local,5.0,Indonesia,1937.8606735052
SI.2024.06.00077,2024-06-30,kevala keramik bali,KKB,31413299.0,Umum,Local,5.0,Indonesia,1937.8606735052
SI.2024.06.00078,2024-06-12,kevala keramik bali,KKB,5778013.0,Umum,Local,37.0,Indonesia,356.4408871447027
SI.2024.06.00079,2024-06-13,kevala keramik bali,KKB,1525985.0,Umum,Local,66.0,Indonesia,94.13676417299669
SI.2024.06.00088,2024-06-13,kevala keramik bali,KKB,762000.0,Umum,Local,5.0,Indonesia,47.00715557480806
SI.2024.06.00089,2024-06-13,kevala keramik bali,KKB,1757996.0,Umum,Local,16.0,Indonesia,108.44933264027595
SI.2024.06.00090,2024-06-13,kevala keramik bali,KKB,3006044.0,Umum,Local,16.0,Indonesia,185.44039104031276
SI.2024.06.00091,2024-06-13,kevala keramik bali,KKB,2318005.0,Umum,Local,18.0,Indonesia,142.99582894774667
SI.2024.06.00092,2024-06-14,kevala keramik bali,KKB,1070000.0,Umum,Local,38.0,Indonesia,66.00742318247326
SI.2024.06.00093,2024-06-14,kevala keramik bali,KKB,2415999.0,Umum,Local,16.0,Indonesia,149.04099850601142
SI.2024.06.00094,2024-06-14,kevala keramik bali,KKB,5626008.0,Umum,Local,31.0,Indonesia,347.0638232560561
SI.2024.06.00095,2024-06-07,kevala keramik bali,KKB,5962805.0,Umum,Local,23.0,Indonesia,367.84055419585746
SI.2024.06.00096,2024-06-07,kevala keramik bali,KKB,226000.0,Umum,Local,1.0,Indonesia,13.941754803027063
SI.2024.06.00097,2024-06-07,kevala keramik bali,KKB,627998.0,Umum,Local,22.0,Indonesia,38.740682003501725
SI.2024.06.00098,2024-06-14,kevala keramik bali,KKB,5064002.0,Umum,Local,30.0,Indonesia,312.3941336550383
SI.2024.06.00099,2024-06-14,kevala keramik bali,KKB,3073474.0,Umum,Local,19.0,Indonesia,189.60009248441946
SI.2024.06.00100,2024-06-15,kevala keramik bali,KKB,287999.0,Umum,Local,11.0,Indonesia,17.766422307597306
SI.2024.06.00101,2024-06-15,kevala keramik bali,KKB,997998.0,Umum,Local,6.0,Indonesia,61.56567880491771
SI.2024.06.00102,2024-06-15,kevala keramik bali,KKB,5718007.0,Umum,Local,46.0,Indonesia,352.7391661769574
SI.2024.06.00103,2024-06-15,kevala keramik bali,KKB,2418001.0,Umum,Local,11.0,Indonesia,149.16450024546126
SI.2024.06.00104,2024-06-08,kevala keramik bali,KKB,2298774.0,Umum,Local,12.0,Indonesia,141.80948431669793
SI.2024.06.00105,2024-06-08,kevala keramik bali,KKB,4358000.0,Umum,Local,27.0,Indonesia,268.8414488123537
SI.2024.06.00106,2024-06-08,kevala keramik bali,KKB,1720000.0,Umum,Local,20.0,Indonesia,106.10539053631216
SI.2024.06.00107,2024-06-08,kevala keramik bali,KKB,1910002.0,Umum,Local,89.0,Indonesia,117.82645821810308
SI.2024.06.00108,2024-06-16,kevala keramik bali,KKB,16195008.0,Umum,Local,221.0,Indonesia,999.0567724294766
SI.2024.06.00109,2024-06-16,kevala keramik bali,KKB,2021998.0,Umum,Local,8.0,Indonesia,124.73539968235006
SI.2024.06.00110,2024-06-16,kevala keramik bali,KKB,9458032.0,Umum,Local,56.0,Indonesia,583.4582436424056
SI.2024.06.00111,2024-06-16,kevala keramik bali,KKB,3386000.0,Umum,Local,17.0,Indonesia,208.87956532322846
SI.2024.06.00112,2024-06-09,kevala keramik bali,KKB,1506000.0,Umum,Local,11.0,Indonesia,92.9039058998175
SI.2024.06.00113,2024-06-09,kevala keramik bali,KKB,338001.0,Umum,Local,3.0,Indonesia,20.85100471317677
SI.2024.06.00114,2024-06-09,kevala keramik bali,KKB,8291611.0,Umum,Local,47.0,Indonesia,511.5026879826638
SI.2024.06.00115,2024-06-09,kevala keramik bali,KKB,1946002.0,Umum,Local,60.0,Indonesia,120.0472687177003
SI.2024.06.00116,2024-06-06,kevala keramik bali,KKB,4789704.0,Umum,Local,176.0,Indonesia,295.4729148100794
SI.2024.06.00117,2024-06-17,kevala keramik bali,KKB,1218005.0,Umum,Local,40.0,Indonesia,75.13773034894238
SI.2024.06.00118,2024-06-17,kevala keramik bali,KKB,1141999.0,Umum,Local,7.0,Indonesia,70.44898249248718
SI.2024.06.00119,2024-06-17,kevala keramik bali,KKB,5948396.0,Umum,Local,38.0,Indonesia,366.9516747933937
SI.2024.06.00120,2024-06-17,kevala keramik bali,KKB,448000.0,Umum,Local,2.0,Indonesia,27.636752883876657
SI.2024.06.00121,2024-06-18,kevala keramik bali,KKB,1542002.0,Umum,Local,49.0,Indonesia,95.12483977777583
SI.2024.06.00122,2024-06-18,kevala keramik bali,KKB,346000.0,Umum,Local,2.0,Indonesia,21.34445646835117
SI.2024.06.00123,2024-06-18,kevala keramik bali,KKB,492000.0,Umum,Local,3.0,Indonesia,30.351076827828827
SI.2024.06.00124,2024-06-18,kevala keramik bali,KKB,2004000.0,Umum,Local,16.0,Indonesia,123.62511781091254
SI.2024.06.00125,2024-06-25,kevala keramik bali,KKB,2625995.0,Umum,Local,84.0,Indonesia,161.99547966360643
SI.2024.06.00126,2024-06-25,kevala keramik bali,KKB,9093162.0,Umum,Local,43.0,Indonesia,560.9497123371822
SI.2024.06.00127,2024-06-25,kevala keramik bali,KKB,1666003.0,Umum,Local,11.0,Indonesia,102.77435985445794
SI.2024.06.00128,2024-06-19,kevala keramik bali,KKB,628000.0,Umum,Local,20.0,Indonesia,38.74080538186281
SI.2024.06.00129,2024-06-25,kevala keramik bali,KKB,4992459.0,Umum,Local,33.0,Indonesia,307.9807046113526
SI.2024.06.00130,2024-06-25,kevala keramik bali,KKB,1633998.0,Umum,Local,9.0,Indonesia,100.79999763113547
SI.2024.06.00131,2024-06-19,kevala keramik bali,KKB,2007998.0,Umum,Local,16.0,Indonesia,123.87175115472893
SI.2024.06.00132,2024-06-19,kevala keramik bali,KKB,2503999.0,Umum,Local,19.0,Indonesia,154.46964639391575
SI.2024.06.00133,2024-06-19,kevala keramik bali,KKB,4175600.0,Umum,Local,20.0,Indonesia,257.5893422810611
SI.2024.06.00134,2024-06-19,kevala keramik bali,KKB,671998.0,Umum,Local,4.0,Indonesia,41.45500594745389
SI.2024.06.00135,2024-06-30,kevala keramik bali,KKB,4455991.0,Umum,Local,147.0,Indonesia,274.88643330307684
SI.2024.06.00136,2024-06-30,kevala keramik bali,KKB,782002.0,Umum,Local,6.0,Indonesia,48.2410625640565
SI.2024.06.00137,2024-06-30,kevala keramik bali,KKB,1302002.0,Umum,Local,9.0,Indonesia,80.31943644712761
SI.2024.06.00138,2024-06-30,kevala keramik bali,KKB,356000.0,Umum,Local,2.0,Indonesia,21.961348273794844
SI.2024.06.00139,2024-06-20,kevala keramik bali,KKB,1280002.0,Umum,Local,59.0,Indonesia,78.96227447515153
SI.2024.06.00140,2024-06-20,kevala keramik bali,KKB,2407998.0,Umum,Local,13.0,Indonesia,148.54742337247595
SI.2024.06.00141,2024-06-29,kevala keramik bali,KKB,1442001.0,Umum,Local,44.0,Indonesia,88.95586003415853
SI.2024.06.00142,2024-06-29,kevala keramik bali,KKB,3682000.0,Umum,Local,25.0,Indonesia,227.13956276436127
SI.2024.06.00143,2024-06-29,kevala keramik bali,KKB,111999.0,Umum,Local,2.0,Indonesia,6.90912653178862
SI.2024.06.00144,2024-06-29,kevala keramik bali,KKB,3552000.0,Umum,Local,20.0,Indonesia,219.11996929359347
SI.2024.06.00145,2024-06-20,kevala keramik bali,KKB,5442000.0,Umum,Local,43.0,Indonesia,335.71252052244813
SI.2024.06.00146,2024-06-28,kevala keramik bali,KKB,1554000.0,Umum,Local,34.0,Indonesia,95.86498656594715
SI.2024.06.00147,2024-06-20,kevala keramik bali,KKB,3362000.0,Umum,Local,21.0,Indonesia,207.39902499016364
SI.2024.06.00148,2024-06-28,kevala keramik bali,KKB,1706001.0,Umum,Local,10.0,Indonesia,105.24180369787156
SI.2024.06.00149,2024-06-28,kevala keramik bali,KKB,1104000.0,Umum,Local,5.0,Indonesia,68.10485532098176
SI.2024.06.00150,2024-06-20,kevala keramik bali,KKB,2630002.0,Umum,Local,12.0,Indonesia,162.2426682100477
SI.2024.06.00151,2024-06-28,kevala keramik bali,KKB,5116004.0,Umum,Local,25.0,Indonesia,315.6020944217065
SI.2024.06.00152,2024-06-28,kevala keramik bali,KKB,2419996.0,Umum,Local,12.0,Indonesia,149.28757016064725
SI.2024.06.00153,2024-06-21,kevala keramik bali,KKB,12016575.0,Umum,Local,151.0,Indonesia,741.2926646999333
SI.2024.06.00154,2024-06-21,kevala keramik bali,KKB,2595995.0,Umum,Local,21.0,Indonesia,160.1448042472754
SI.2024.06.00155,2024-06-21,kevala keramik bali,KKB,4790005.0,Umum,Local,17.0,Indonesia,295.4914832534232
SI.2024.06.00156,2024-06-21,kevala keramik bali,KKB,28377992.0,Umum,Local,289.0,Indonesia,1750.6150719746176
SI.2024.06.00157,2024-06-22,kevala keramik bali,KKB,701993.0,Umum,Local,44.0,Indonesia,43.305372917882195
SI.2024.06.00158,2024-06-22,kevala keramik bali,KKB,326000.0,Umum,Local,1.0,Indonesia,20.110672857463815
SI.2024.06.00159,2024-06-22,kevala keramik bali,KKB,10176000.0,Umum,Local,56.0,Indonesia,627.749101219484
SI.2024.06.00160,2024-06-22,kevala keramik bali,KKB,1025998.0,Umum,Local,18.0,Indonesia,63.29297586016
